,holland,dennis,dushku,soares,gerard,eyring,bednar,feo,nielson,alonso,gong,nelson1,cook,bowen,bangerter,spannaus,carpenter,uchtdorf,rasband,porter,renlund,pieper,kearon,taylor,oaks,christofferson,godoy,stevenson,held,andersen,pace,nelson
indicator,0.0,0.0,0.0,0.0,0.0,0.0,0.05264164130862176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indifferent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04260143571466291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
individual,0.0,0.0,0.0,0.06591309594738944,0.0,0.0,0.0609573904224382,0.0,0.0,0.0,0.02565016702362675,0.0,0.0,0.0,0.0,0.0,0.05588706669254273,0.0,0.0,0.0,0.0,0.03290921712134072,0.031282294247798166,0.0,0.07671032436509438,0.046350886823683025,0.0,0.0,0.0,0.026386486782724452,0.028883825738620434,0.0
individually,0.05191550207587659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05285799976363391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050276422470271705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inexperienced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04945811581691141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
infinite,0.0,0.050103435521551526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05489879523635944,0.02681509017033356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025324390798969098,0.0,0.11396691966932825,0.0,0.0,0.0,0.035228131700846835,0.02508705214011368,0.061020003187629256,0.0,0.0,0.030871581462328775
infinitely,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046486351742089524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inflict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05669357756474663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
influence,0.0335203345959779,0.0,0.0,0.03283436061566728,0.056689231902557674,0.0,0.0,0.0,0.0,0.0,0.0,0.06807934675713927,0.0,0.030869877841860505,0.0,0.061422312631419985,0.0,0.0,0.0,0.0,0.025324390798969098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05112560875283453,0.030871581462328775
inform,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06107111000036774,0.0,0.0,0.0,0.0,0.0
information,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05964208503010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
informed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043902091354420726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
infringe,0.0,0.05130019269262132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ing,0.0,0.0,0.07754606939572128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09237895314454966,0.0,0.0,0.0,0.0,0.0
inhabitant,0.04411073865560978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04044193256934041,0.08986951555507385,0.0,0.0,0.0,0.0,0.03973559913290833,0.0
inherent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03850388221476701,0.04356771668700345,0.0,0.049941145055964684,0.0,0.0,0.0,0.0,0.0
inherently,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043902091354420726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inherit,0.0,0.0,0.0,0.04654761655405857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0394672669117526,0.0,0.0,0.0,0.0,0.0,0.04636140035584006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inheritance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04260143571466291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inheritor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03922181800810379,0.0,0.0,0.0,0.0,0.04432422122007743,0.0,0.0,0.0,0.0,0.0,0.0
inhumane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047084920130368385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03590111122228065,0.04877255415712141,0.0,0.0,0.0,0.0,0.0,0.03556464817933701,0.0,0.0,0.0,0.0
initially,0.0,0.0,0.0,0.0,0.0,0.04705733441548296,0.0,0.0,0.0,0.0,0.03801440051540426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04877255415712141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
initiative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047820799946053955,0.0,0.0
initiatory,0.0,0.0,0.0,0.05085308178598228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042722764556800595,0.0,0.0
injection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13312561456777933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
injure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046486351742089524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
injured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046486351742089524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
injury,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07972169976562345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
injustice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09517196061483944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inner,0.0,0.0,0.0,0.0,0.05185546992563093,0.0,0.07962815340792197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inscribe,0.0,0.0,0.0,0.05085308178598228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042722764556800595,0.0,0.0
inseparable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04559868583691817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050276422470271705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inside,0.0,0.03440277166341174,0.0,0.0,0.0,0.03859038196536584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02944148053131227,0.0,0.0,0.0,0.0,0.0,0.0409553130757723,0.0291655567565021,0.0,0.0,0.035104631564039805,0.0
insight,0.0,0.0,0.0,0.043208038269866585,0.044059731492343775,0.0,0.0,0.0,0.0,0.04266817693922621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07500735180275374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insignificance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04260143571466291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05327728900238868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insomuch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052346781278497866,0.0
inspiration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04418553097924995,0.0,0.0,0.0,0.0,0.0,0.0,0.04491660035755842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inspire,0.0,0.0,0.0,0.06898252740500822,0.029477617853388028,0.02922435681859412,0.0,0.0,0.0,0.0,0.03997242505522816,0.07012225702140584,0.0,0.02717824656930225,0.0300475132085676,0.03193875448043666,0.0,0.0,0.02553316713766816,0.0,0.0,0.0,0.0,0.0,0.02705717427575925,0.0,0.0,0.03739649224214492,0.0,0.0,0.026584610635197042,0.0
inspired,0.0,0.0,0.0,0.05692129420825788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inspiring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05838274115706665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instagram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12416535232192463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instance,0.0,0.0,0.04192231421102774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04044457250232067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03590111122228065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instantly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047084920130368385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06825668002344844,0.0,0.06048254411899084,0.0,0.0,0.027073554001604702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058551557961220226,0.0,0.0360292231469335,0.05066377945946655,0.0,0.03152968539737352,0.0,0.0,0.0,0.0,0.0,0.0
instigator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047820799946053955,0.0,0.0
institution,0.0,0.0,0.0,0.0,0.058043295632831074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
institutional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05327728900238868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instruct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053217358451302293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03385814437161823,0.03152968539737352,0.06571304018009481,0.0,0.03970495894130539,0.0,0.033266799251693145,0.03401152574987073
instruction,0.0,0.0,0.0,0.036173938899859266,0.0,0.0,0.033454185165208886,0.0,0.0,0.0,0.0,0.031431029187729935,0.0,0.0,0.0,0.0,0.0,0.0,0.03195106962763457,0.0,0.027900131090140588,0.0,0.0,0.0,0.03385814437161823,0.0,0.0,0.02763865274906658,0.0,0.0,0.0,0.0
instructive,0.0,0.0,0.0,0.0,0.0,0.0,0.04702967014455761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03885423350201199,0.0,0.0,0.0,0.0
insufficient,0.0,0.0,0.0,0.0,0.058043295632831074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insurance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05964208503010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06343506863398186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
integrate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052346781278497866,0.0
integrity,0.0,0.0,0.0,0.0,0.24487745674102904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intellect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043490643609607436,0.0,0.0,0.0,0.0
intellectual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038059821455776494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05328381706897706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intelligence,0.0,0.0,0.10003898200687177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04838278858235031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03556464817933701,0.0,0.0,0.0,0.0
intend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0607858652449735,0.0,0.0,0.0,0.04356771668700345,0.0,0.0,0.03556464817933701,0.0,0.0,0.0,0.0
intense,0.0,0.0,0.04192231421102774,0.0,0.0,0.0,0.04304791323691532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03850388221476701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intensity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047084920130368385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intensive,0.05811049131824634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intensively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05327728900238868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intent,0.0,0.0,0.0,0.0,0.0,0.0,0.035302369657340925,0.07202753670044645,0.0,0.0,0.031174528993107957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13553818469988618,0.0,0.03572864568710295,0.0,0.0,0.0291655567565021,0.0,0.0,0.0,0.0
intentional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10985559846327739,0.0
intentionally,0.0,0.0,0.0,0.05085308178598228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06640831057685623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043902091354420726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intercessory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04260143571466291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interdependency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07363606060834424,0.0,0.0,0.0,0.0
interdependent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043490643609607436,0.0,0.0,0.0,0.0
interdependently,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043490643609607436,0.0,0.0,0.0,0.0
interest,0.0,0.0,0.0,0.0,0.03892480985817827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028569238993050906,0.0,0.0,0.0,0.06792365052990167,0.0,0.0,0.0,0.0,0.03999698490636425,0.0,0.03157593901724332,0.0,0.0,0.0,0.0291655567565021,0.0,0.0,0.0,0.0
interesting,0.0,0.0,0.0,0.04654761655405857,0.0,0.0,0.0,0.05187428170645151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0510912347480554,0.0,0.0,0.0
internet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050276422470271705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interpret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052346781278497866,0.0
interrogate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05351568801285192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intertwine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043490643609607436,0.0,0.0,0.0,0.0
intervention,0.04752008725861445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045966028978754625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03910565088441602,0.0,0.0
interview,0.0,0.0,0.0,0.043208038269866585,0.044059731492343775,0.0,0.0,0.0,0.0,0.0,0.03528704139701882,0.037542859674869755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intimacy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04826300631033775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intimately,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05667244180254926,0.0,0.0,0.04153057796654005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intimation,0.0,0.0,0.05126518945015407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intravitreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06343506863398186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intriguing,0.05811049131824634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
introduce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05327728900238868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
introduction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03885423350201199,0.0,0.0,0.046766244278440665,0.0
invention,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038059821455776494,0.0,0.0,0.0,0.0,0.04073754352306532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
invitation,0.0,0.0,0.0,0.028907803047665354,0.0,0.0,0.0,0.0,0.029650007193730718,0.04833362156257525,0.0,0.0,0.0,0.0,0.0300475132085676,0.03193875448043666,0.0,0.02315755198016502,0.0,0.0,0.0,0.08456119984949438,0.028792155854943168,0.02391234452020379,0.0,0.04266125581681869,0.0,0.0,0.031729559124548674,0.0,0.06937089087878195,0.0
invite,0.0,0.04110038562269186,0.03313690685781634,0.021730486763626863,0.022158826235604664,0.021968445612239516,0.0,0.0,0.022288414232047367,0.0,0.0,0.031968846594853675,0.027536810502936566,0.02043034976954112,0.03824349845536491,0.04065060889267138,0.0,0.041540434043446005,0.019193715606948585,0.06446890173201753,0.03517321845398974,0.04778369369421705,0.0,0.0,0.02033933766917707,0.0,0.0,0.028111578674244336,0.0,0.0,0.019984103550580234,0.04287774925819076
invoke,0.05191550207587659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04759755329984803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
involve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03801440051540426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03590111122228065,0.0,0.0,0.0,0.04356771668700345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053518641390961776
